#timestamp tx ty tz qx qy qz qw
1731151714.163635333 -0.003757332 -0.010740272 -19.3462359228792 -0.011738284 -0.602165534 0.798275123 -0.00396355
1731151714.197002000 -0.003706769 -0.010724183 -19.3461808390881 -0.010379316 -0.601265498 0.798957089 -0.006296108
1731151714.230368666 -0.003758093 -0.005848814 -19.3405494938933 -0.008998214 -0.600261197 0.799708516 -0.008474538
1731151714.263735333 -0.003658543 -0.008328084 -19.3387592833413 -0.007538189 -0.59953033 0.800249216 -0.010380334
1731151715.331468666 -0.001996676 -3.7635e-05 -19.3361168705488 0.00456432 -0.604342617 0.796473864 0.01945641
1731151715.498302000 -0.002838223 -0.005266281 -19.3229411402369 0.000431683 -0.622668803 0.782130151 0.023575435
1731151715.998802000 0.004892553 -0.00497122 -19.3207651517469 -0.011286866 -0.674108501 0.737369304 0.041675469
1731151717.867335333 -0.02964979 -0.009419865 -19.3841900555112 -0.020503007 -0.702142624 0.708956868 0.062892931
1731151719.769235333 -0.058548961 0.007373763 -19.3798074828388 -0.034389093 -0.621367518 0.777361992 0.091804857
1731151720.636768666 -0.081688434 -0.027012574 -19.3754006316966 -0.079037983 -0.600830675 0.793584608 0.054579916
1731151720.937068666 -0.074405825 -0.038272102 -19.3711029050556 -0.1656658 -0.589099428 0.790849742 -0.008566945
1731151721.237368666 -0.08765373 -0.039715442 -19.3727311514585 -0.251501442 -0.570007515 0.779702926 -0.062464423
1731151721.837968666 -0.075334144 -0.040156916 -19.3874977737211 -0.233780664 -0.593924307 0.769149288 -0.031778781
1731151722.138268666 -0.07798119 -0.055354209 -19.4160989241028 -0.106174769 -0.6545392 0.748213544 0.021951008
1731151722.438568666 -0.092017168 -0.052039358 -19.4516328060175 0.041886349 -0.676048831 0.726957346 0.112856234
1731151722.505302000 -0.097050568 -0.048107302 -19.456681269447902 0.074203057 -0.67435934 0.722659357 0.132275624
1731151722.939068666 -0.120654023 -0.044642088 -19.4735344466381 0.241007332 -0.642259609 0.693622232 0.219786853
1731151724.140268666 -0.102013353 -0.065871139 -19.4723007106853 0.052592271 -0.620068849 0.772450305 0.126764351
1731151724.440568666 -0.090498252 -0.067274395 -19.4597617468921 -0.100322763 -0.598002257 0.793927362 0.044810576
1731151724.640768666 -0.086899191 -0.060180219 -19.4573921990257 -0.191369193 -0.582777033 0.789737993 -0.007916087
1731151724.774235333 -0.087378577 -0.056127469 -19.4529650209691 -0.242274783 -0.574507469 0.781014835 -0.035495432
1731151725.308102000 -0.087653203 -0.050855444 -19.458086381583602 -0.346473641 -0.570216456 0.73829849 -0.098613129
1731151726.142268666 -0.116291565 -0.070992612 -19.4588165534741 -0.075453069 -0.623445135 0.775829091 0.060927992
1731151726.509302000 -0.113397399 -0.067547628 -19.460786900064 0.067396947 -0.644546468 0.742078515 0.171280412
1731151726.976435333 -0.121444096 -0.067621668 -19.4911916316758 0.205323684 -0.624020775 0.711775033 0.24862936
1731151727.643768666 -0.10366728 -0.086849998 -19.4909906765513 0.094258568 -0.652463243 0.735785572 0.155005262
1731151728.211002000 -0.104442633 -0.099089493 -19.4491340487708 -0.165714701 -0.670233325 0.723165409 -0.018913458
1731151728.744868666 -0.105296709 -0.0870791 -19.4444685145533 -0.288037081 -0.660301141 0.68325592 -0.119157
1731151730.179635333 -0.088539601 -0.109448261 -19.4796275779694 -0.007439177 -0.654541575 0.749978746 0.095141297
1731151730.479935333 -0.082777933 -0.098812902 -19.4761972855896 0.048371839 -0.652845599 0.755900262 -0.008220916
1731151730.913702000 -0.074668842 -0.044987455 -19.4560547990501 0.15046023 -0.674867489 0.697986474 -0.18636114
1731151731.414202000 -0.081361925 -0.047760134 -19.4460058458137 0.144928833 -0.639220777 0.742728353 -0.136919776
1731151731.647768666 -0.082264326 -0.0689266 -19.4559162778933 0.07096549 -0.625418979 0.777055335 -7.7333e-05
1731151731.814602000 -0.067020527 -0.087364445 -19.4604182489084 0.002942448 -0.610733028 0.784903421 0.104513778
1731151732.448568666 -0.030094297 -0.093558256 -19.439512486328102 -0.160565714 -0.599598806 0.711657962 0.329002839
1731151732.882335333 -0.057860518 -0.12003248 -19.4345644118487 -0.07564023 -0.551387188 0.793937366 0.24477374
1731151733.216002000 -0.074022141 -0.112162912 -19.4199306963341 0.024294841 -0.587467523 0.807685687 0.04399433
1731151733.482935333 -0.079965706 -0.089847856 -19.403376126904 0.079467998 -0.613995202 0.778444395 -0.103532861
1731151733.883335333 -0.079051492 -0.063567444 -19.3967272136603 0.122878373 -0.620660028 0.740983518 -0.225001024
1731151734.550668666 -0.052399414 -0.088340064 -19.4025253556086 0.063153741 -0.557737211 0.819259478 -0.117280503
1731151734.850968666 -0.042089255 -0.114786635 -19.420099287592 0.001436049 -0.534152722 0.845350546 0.007827024
1731151735.117902000 -0.045568501 -0.142126448 -19.4251352148091 -0.051425215 -0.512288039 0.849446831 0.115570295
1731151735.418202000 -0.045000897 -0.163456956 -19.4336791884993 -0.117720442 -0.502451505 0.82561431 0.228134596
1731151735.718502000 -0.042231188 -0.170518683 -19.4357554908521 -0.18864999 -0.512288869 0.771770422 0.32610077
1731151737.153268666 -0.086099426 -0.180071467 -19.41593834634 -0.108697768 -0.553593392 0.800988935 0.200339405
1731151737.420202000 -0.081339886 -0.182851409 -19.4096719076069 -0.061399429 -0.57179781 0.811686794 0.102185724
1731151737.620402000 -0.063565449 -0.176443648 -19.402154294227 -0.024643799 -0.592822437 0.804546096 0.025686978
1731151737.987435333 -0.026501711 -0.157086147 -19.3878144369095 0.046213266 -0.61779548 0.777020595 -0.111499207
1731151738.387835333 -0.010860684 -0.132813225 -19.3713277031889 0.118564856 -0.614336386 0.747557972 -0.222913117
1731151738.854968666 0.005000355 -0.150218441 -19.372959712785 0.103936465 -0.581005046 0.791917557 -0.156514956
1731151739.322102000 0.001593893 -0.185932784 -19.3751230678425 0.039914614 -0.552197244 0.832696821 -0.010051493
1731151741.357468666 -0.050309139 -0.211698354 -19.387382879868 -0.022150096 -0.687825587 0.72475192 0.033763729
1731151741.791235333 -0.05247004 -0.232066869 -19.3985234953488 0.026651405 0.769646648 -0.63706437 -0.032904853
1731151742.124902000 -0.057998241 -0.219594681 -19.4040017334687 0.028547276 0.816178153 -0.575859413 -0.037738731
1731151742.425202000 -0.063555877 -0.21938857 -19.4105071481351 0.029451479 0.85261626 -0.520528923 -0.035039459
1731151742.925702000 -0.059829199 -0.211374722 -19.421395536503102 0.032885524 0.89580567 -0.442740371 -0.020777562
1731151743.793235333 -0.042910953 -0.24021567 -19.4492130029136 0.013977382 0.78103061 -0.623674114 -0.028747478
1731151744.126902000 -0.051795062 -0.239856738 -19.465054265959 -0.009205228 -0.670412065 0.740899613 0.039124049
1731151744.427202000 -0.05472617 -0.234564862 -19.4657482814214 -0.003341517 -0.579462412 0.813545241 0.048541604
1731151744.594035333 -0.054415644 -0.225937983 -19.462306637687302 0.001254835 -0.539519724 0.840251986 0.053791192
1731151745.361468666 -0.047927517 -0.195742232 -19.473804095229 0.000236341 -0.527682193 0.847122606 0.062727488
1731151745.695135333 -0.034073975 -0.193795146 -19.4456455494331 -0.01169507 -0.65244096 0.75606863 0.050440512
1731151745.962068666 -0.02024758 -0.197798343 -19.4433353518629 0.025026764 0.764817591 -0.642751057 -0.036038747
1731151746.128902000 -0.020832325 -0.193341076 -19.432732135764102 0.031995495 0.819918117 -0.570991432 -0.026064417
1731151746.362468666 -0.020541203 -0.19673376 -19.436557898633602 0.038335317 0.873763104 -0.484518701 -0.017608785
1731151747.263368666 -0.039382902 -0.216093449 -19.526942135184 0.015237371 0.765981125 -0.642163197 -0.025829589
1731151747.630402000 -0.031242803 -0.213274962 -19.529968075695102 -0.004349474 -0.664219847 0.746672288 0.035687133
1731151748.364468666 -0.003320814 -0.211737948 -19.5615675563351 0.015258543 -0.495687672 0.867495127 0.038898769
1731151750.666768666 -0.006106389 -0.285303432 -19.4032950845738 0.063431522 -0.551481709 0.831767014 -0.00282865
1731151751.567668666 0.010076342 -0.265451311 -19.2756043441303 0.06828563 -0.545926664 0.834110109 -0.039515527
1731151752.134902000 0.081965173 -0.231923047 -19.2508981392186 0.059104063 -0.526973123 0.842964585 -0.090646265
1731151752.635402000 0.197191422 -0.209074836 -19.2703354513544 0.086732607 -0.533471076 0.821689463 -0.180865952
1731151752.902335333 0.268553025 -0.199173298 -19.2906188004131 0.107761669 -0.529666269 0.809066708 -0.230764228
1731151753.102535333 0.32728704 -0.184280304 -19.3033265083819 0.130701021 -0.532074963 0.794660794 -0.261395674
1731151753.603035333 0.42021118 -0.137750074 -19.3354284320253 0.20679303 -0.539215875 0.756434199 -0.30706707
1731151753.769868666 0.45424471 -0.120449201 -19.3280849939311 0.222581787 -0.529984607 0.74815146 -0.331425794
1731151754.270368666 0.555999697 -0.02428575 -19.3013834905142 0.246337129 -0.494271072 0.725007304 -0.411556236
1731151754.303735333 0.5620136 -0.017190372 -19.300671249489902 0.247532905 -0.492450692 0.723585866 -0.415503636
1731151754.570668666 0.597444353 0.037181464 -19.2969972619948 0.257857751 -0.479151533 0.712429549 -0.443133531
1731151754.971068666 0.651843491 0.105090408 -19.3139710497296 0.284455104 -0.441410454 0.699702944 -0.484415003
1731151755.304735333 0.696997278 0.142037966 -19.3478380831428 -0.324390492 0.425797345 -0.674835536 0.508000422
1731151755.705135333 0.733240357 0.176303354 -19.376791374632 0.366710192 -0.460868733 0.636350807 -0.498177977
1731151756.472568666 0.816691229 0.191591988 -19.3988780922538 -0.370936698 0.495072972 -0.605694005 0.500443294
1731151756.772868666 0.814739037 0.213934636 -19.4060272053704 -0.385042515 0.512324069 -0.564094895 0.520637359
1731151756.973068666 0.832287637 0.239049405 -19.4212040379712 -0.381566812 0.482107092 -0.540307717 0.57449725
1731151757.139902000 0.847548667 0.271916562 -19.4290483230536 -0.384899548 0.459657124 -0.515990447 0.611818213
1731151757.473568666 0.875601512 0.364859209 -19.4518879183126 -0.41090763 0.442533823 -0.486993806 0.630995854
1731151757.840602000 0.915614287 0.418414947 -19.455112624490802 -0.44188612 0.390494558 -0.4964243 0.637034985
1731151758.174268666 0.969041132 0.365307139 -19.4202055228601 -0.436680703 0.340687651 -0.536391578 0.636809205
1731151758.574668666 1.021544875 0.267089904 -19.4071465578709 -0.431097049 0.351703422 -0.587499547 0.587626003
1731151758.941702000 1.065209041 0.1538558 -19.4285996837885 -0.425366991 0.388827288 -0.625155408 0.526362023
1731151759.342102000 1.116273446 0.045439622 -19.4590345199332 0.409468222 -0.428726841 0.658926946 -0.46297338
1731151759.809235333 1.171297588 -0.053925001 -19.499520704349802 0.370667047 -0.473024373 0.688593814 -0.405823166
1731151760.343102000 1.215337696 -0.144879786 -19.5439762676864 0.322964843 -0.473955158 0.729687594 -0.372312011
1731151760.443202000 1.236131015 -0.158998733 -19.551829602256 0.306536191 -0.45867387 0.744838567 -0.375325664
1731151760.810235333 1.321390473 -0.226034243 -19.562540002522802 0.294592604 -0.453731508 0.749515877 -0.381534882
1731151761.210635333 1.463001562 -0.321925402 -19.5406847111558 0.292699895 -0.467929639 0.754152137 -0.355841508
1731151761.978068666 1.623316594 -0.473099851 -19.4986010846449 0.237451314 -0.494732719 0.790435712 -0.272153992
1731151762.945702000 1.769118123 -0.596556096 -19.4719055541326 0.230557765 -0.495819381 0.802527039 -0.238655839
1731151763.512935333 1.885113174 -0.687076378 -19.4328906698983 0.226255019 -0.47988377 0.805082917 -0.265257858
1731151763.980068666 1.957712642 -0.741348229 -19.4625498041732 0.238162603 -0.49443327 0.793710542 -0.262369761
1731151764.247002000 2.000074908 -0.771335863 -19.4922221602593 0.249575095 -0.504331657 0.778384041 -0.27835254
1731151764.747502000 2.112213142 -0.784876262 -19.5433437413426 0.280807214 -0.495142629 0.753948294 -0.327937578
1731151765.147902000 2.228537545 -0.782483255 -19.5137596380107 0.300165237 -0.465774991 0.743473359 -0.374435379
1731151765.448202000 2.308747713 -0.762668018 -19.520872811417 0.313922732 -0.449855997 0.725715151 -0.415234416
1731151765.815235333 2.395212833 -0.780467927 -19.5571203561868 0.309749297 -0.409161755 0.738331877 -0.43761635
1731151766.282368666 2.440658402 -0.838126404 -19.5742046153138 0.331094097 -0.443181568 0.732309574 -0.397101353
1731151766.616035333 2.495468173 -0.875087588 -19.5710282726495 0.342980321 -0.458573335 0.710015293 -0.409821034
1731151766.849602000 2.572811809 -0.884331674 -19.5657270818325 0.357901539 -0.450370934 0.687734479 -0.442824793
1731151767.116535333 2.674116562 -0.883743659 -19.5555101348312 0.368984831 -0.416163761 0.673797936 -0.486471232
